t[s],wx[rad/s],wy[rad/s],wz[rad/s],q1,q2,q3,q4
1.337,-2.84528,0.727236,-4.63038,-0.419828,0.344218,-0.452078,0.707731
1.338,-2.84629,0.719001,-4.63121,-0.420414,0.343287,-0.452247,0.707728
1.339,-2.84729,0.710763,-4.63203,-0.420999,0.342354,-0.452415,0.707724
1.34,-2.84828,0.70252,-4.63284,-0.421583,0.34142,-0.452583,0.707721
1.341,-2.84926,0.694272,-4.63364,-0.422166,0.340484,-0.452751,0.707717
1.342,-2.85022,0.686021,-4.63443,-0.422747,0.339546,-0.452918,0.707714
1.343,-2.85118,0.677765,-4.63521,-0.423327,0.338607,-0.453084,0.70771
1.344,-2.85212,0.669505,-4.63598,-0.423906,0.337666,-0.453251,0.707707
1.345,-2.85305,0.661241,-4.63675,-0.424484,0.336724,-0.453416,0.707703
1.346,-2.85397,0.652973,-4.6375,-0.42506,0.33578,-0.453582,0.7077
1.347,-2.85488,0.644701,-4.63825,-0.425635,0.334835,-0.453747,0.707697
1.348,-2.85578,0.636425,-4.63898,-0.426209,0.333888,-0.453911,0.707693
1.349,-2.85666,0.628145,-4.63971,-0.426781,0.332939,-0.454075,0.70769
1.35,-2.85754,0.619862,-4.64043,-0.427352,0.331989,-0.454239,0.707687
1.351,-2.8584,0.611574,-4.64114,-0.427922,0.331038,-0.454402,0.707683
1.352,-2.85925,0.603283,-4.64184,-0.428491,0.330085,-0.454564,0.70768
1.353,-2.86009,0.594987,-4.64253,-0.429058,0.32913,-0.454727,0.707677
1.354,-2.86092,0.586689,-4.64321,-0.429624,0.328174,-0.454888,0.707673
1.355,-2.86174,0.578386,-4.64388,-0.430189,0.327216,-0.45505,0.70767
1.356,-2.86254,0.57008,-4.64454,-0.430752,0.326257,-0.45521,0.707667
1.357,-2.86334,0.561771,-4.64519,-0.431314,0.325297,-0.455371,0.707664
1.358,-2.86412,0.553458,-4.64584,-0.431875,0.324334,-0.45553,0.70766
1.359,-2.86489,0.545141,-4.64647,-0.432434,0.323371,-0.45569,0.707657
1.36,-2.86565,0.536822,-4.64709,-0.432992,0.322406,-0.455849,0.707654
1.361,-2.8664,0.528499,-4.64771,-0.433549,0.321439,-0.456007,0.707651
1.362,-2.86714,0.520172,-4.64832,-0.434105,0.320471,-0.456165,0.707648
1.363,-2.86786,0.511843,-4.64891,-0.434659,0.319501,-0.456323,0.707644
1.364,-2.86857,0.50351,-4.6495,-0.435211,0.31853,-0.456479,0.707641
1.365,-2.86928,0.495174,-4.65008,-0.435763,0.317557,-0.456636,0.707638
1.366,-2.86997,0.486835,-4.65065,-0.436313,0.316583,-0.456792,0.707635
1.367,-2.87065,0.478493,-4.6512,-0.436861,0.315608,-0.456947,0.707632
1.368,-2.87131,0.470148,-4.65175,-0.437409,0.314631,-0.457102,0.707629
1.369,-2.87197,0.4618,-4.65229,-0.437955,0.313652,-0.457257,0.707626
1.37,-2.87261,0.453449,-4.65282,-0.438499,0.312672,-0.457411,0.707623
1.371,-2.87325,0.445096,-4.65335,-0.439042,0.311691,-0.457564,0.70762
1.372,-2.87387,0.436739,-4.65386,-0.439584,0.310708,-0.457717,0.707617
1.373,-2.87448,0.42838,-4.65436,-0.440125,0.309724,-0.457869,0.707614
1.374,-2.87508,0.420018,-4.65485,-0.440664,0.308738,-0.458021,0.707611
1.375,-2.87566,0.411654,-4.65533,-0.441201,0.307751,-0.458172,0.707608
1.376,-2.87624,0.403287,-4.65581,-0.441738,0.306762,-0.458323,0.707605
1.377,-2.8768,0.394918,-4.65627,-0.442273,0.305772,-0.458473,0.707602
1.378,-2.87735,0.386546,-4.65673,-0.442806,0.304781,-0.458623,0.707599
1.379,-2.87789,0.378171,-4.65717,-0.443338,0.303788,-0.458772,0.707596
1.38,-2.87842,0.369794,-4.65761,-0.443869,0.302793,-0.458921,0.707593
1.381,-2.87894,0.361415,-4.65803,-0.444398,0.301797,-0.459069,0.70759
1.382,-2.87944,0.353034,-4.65845,-0.444926,0.3008,-0.459217,0.707587
1.383,-2.87994,0.34465,-4.65886,-0.445452,0.299802,-0.459364,0.707585
1.384,-2.88042,0.336265,-4.65925,-0.445977,0.298802,-0.45951,0.707582
1.385,-2.88089,0.327877,-4.65964,-0.446501,0.2978,-0.459656,0.707579
1.386,-2.88135,0.319487,-4.66002,-0.447023,0.296798,-0.459802,0.707576
1.387,-2.88179,0.311095,-4.66039,-0.447544,0.295793,-0.459946,0.707573
1.388,-2.88223,0.302701,-4.66074,-0.448063,0.294788,-0.460091,0.707571
1.389,-2.88265,0.294305,-4.66109,-0.448581,0.293781,-0.460234,0.707568
1.39,-2.88306,0.285907,-4.66143,-0.449098,0.292772,-0.460377,0.707565
1.391,-2.88346,0.277508,-4.66176,-0.449613,0.291763,-0.46052,0.707562
1.392,-2.88385,0.269107,-4.66208,-0.450126,0.290752,-0.460662,0.70756
1.393,-2.88423,0.260704,-4.66239,-0.450638,0.289739,-0.460803,0.707557
1.394,-2.88459,0.252299,-4.66269,-0.451149,0.288725,-0.460944,0.707554
1.395,-2.88495,0.243893,-4.66299,-0.451658,0.28771,-0.461084,0.707552
1.396,-2.88529,0.235485,-4.66327,-0.452166,0.286694,-0.461224,0.707549
1.397,-2.88562,0.227076,-4.66354,-0.452672,0.285676,-0.461363,0.707546
1.398,-2.88593,0.218665,-4.6638,-0.453177,0.284657,-0.461501,0.707544
1.399,-2.88624,0.210253,-4.66405,-0.45368,0.283636,-0.461639,0.707541
1.4,-2.88653,0.201839,-4.6643,-0.454182,0.282614,-0.461777,0.707538
1.401,-2.88682,0.193425,-4.66453,-0.454682,0.281591,-0.461913,0.707536
1.402,-2.88709,0.185008,-4.66475,-0.455181,0.280566,-0.462049,0.707533
1.403,-2.88735,0.176591,-4.66497,-0.455678,0.27954,-0.462185,0.70753
1.404,-2.88759,0.168173,-4.66517,-0.456174,0.278513,-0.46232,0.707528
1.405,-2.88783,0.159753,-4.66536,-0.456669,0.277485,-0.462454,0.707525
1.406,-2.88805,0.151333,-4.66555,-0.457162,0.276455,-0.462588,0.707523
1.407,-2.88826,0.142912,-4.66572,-0.457653,0.275424,-0.462721,0.70752
1.408,-2.88846,0.134489,-4.66589,-0.458143,0.274391,-0.462853,0.707518
1.409,-2.88865,0.126066,-4.66604,-0.458631,0.273358,-0.462985,0.707515
1.41,-2.88883,0.117642,-4.66619,-0.459118,0.272323,-0.463116,0.707513
1.411,-2.88899,0.109217,-4.66633,-0.459603,0.271286,-0.463247,0.70751
1.412,-2.88915,0.100791,-4.66645,-0.460087,0.270249,-0.463377,0.707508
1.413,-2.88929,0.092365,-4.66657,-0.46057,0.26921,-0.463506,0.707505
1.414,-2.88942,0.083938,-4.66667,-0.46105,0.26817,-0.463635,0.707503
1.415,-2.88953,0.0755106,-4.66677,-0.46153,0.267128,-0.463763,0.7075
1.416,-2.88964,0.0670826,-4.66686,-0.462007,0.266086,-0.46389,0.707498
1.417,-2.88973,0.0586541,-4.66694,-0.462484,0.265042,-0.464017,0.707496
1.418,-2.88982,0.0502252,-4.667,-0.462958,0.263997,-0.464143,0.707493
1.419,-2.88989,0.041796,-4.66706,-0.463431,0.26295,-0.464269,0.707491
1.42,-2.88994,0.0333664,-4.66711,-0.463903,0.261903,-0.464393,0.707488
1.421,-2.88999,0.0249366,-4.66715,-0.464373,0.260854,-0.464518,0.707486
1.422,-2.89003,0.0165066,-4.66718,-0.464841,0.259804,-0.464641,0.707484
1.423,-2.89005,0.00807645,-4.6672,-0.465308,0.258752,-0.464764,0.707481
1.424,-2.89006,-0.000353819,-4.66721,-0.465774,0.2577,-0.464886,0.707479
1.425,-2.89006,-0.00878414,-4.66721,-0.466237,0.256646,-0.465008,0.707477
1.426,-2.89005,-0.0172145,-4.6672,-0.4667,0.255591,-0.465129,0.707474
1.427,-2.89002,-0.0256447,-4.66718,-0.46716,0.254535,-0.465249,0.707472
1.428,-2.88999,-0.0340749,-4.66715,-0.467619,0.253477,-0.465369,0.70747
1.429,-2.88994,-0.0425049,-4.66711,-0.468077,0.252418,-0.465488,0.707468
1.43,-2.88988,-0.0509347,-4.66706,-0.468533,0.251359,-0.465606,0.707465
1.431,-2.88981,-0.0593642,-4.667,-0.468987,0.250298,-0.465723,0.707463
1.432,-2.88973,-0.0677934,-4.66693,-0.46944,0.249235,-0.46584,0.707461
1.433,-2.88963,-0.0762222,-4.66685,-0.469891,0.248172,-0.465957,0.707459
1.434,-2.88952,-0.0846507,-4.66676,-0.470341,0.247107,-0.466072,0.707456
1.435,-2.88941,-0.0930786,-4.66667,-0.470789,0.246042,-0.466187,0.707454
1.436,-2.88928,-0.101506,-4.66656,-0.471235,0.244975,-0.466301,0.707452
1.437,-2.88913,-0.109933,-4.66644,-0.47168,0.243907,-0.466415,0.70745
1.438,-2.88898,-0.118359,-4.66631,-0.472123,0.242837,-0.466527,0.707448
1.439,-2.88881,-0.126785,-4.66618,-0.472565,0.241767,-0.466639,0.707445
1.44,-2.88864,-0.13521,-4.66603,-0.473005,0.240695,-0.466751,0.707443
1.441,-2.88845,-0.143634,-4.66587,-0.473443,0.239623,-0.466862,0.707441
1.442,-2.88825,-0.152057,-4.66571,-0.47388,0.238549,-0.466972,0.707439
1.443,-2.88803,-0.160479,-4.66553,-0.474315,0.237474,-0.467081,0.707437
1.444,-2.88781,-0.1689,-4.66535,-0.474748,0.236398,-0.46719,0.707435
1.445,-2.88757,-0.177321,-4.66515,-0.47518,0.235321,-0.467297,0.707433
1.446,-2.88732,-0.18574,-4.66495,-0.475611,0.234242,-0.467405,0.70743
1.447,-2.88706,-0.194158,-4.66473,-0.476039,0.233163,-0.467511,0.707428
1.448,-2.88679,-0.202576,-4.66451,-0.476466,0.232083,-0.467617,0.707426
1.449,-2.88651,-0.210992,-4.66428,-0.476892,0.231001,-0.467722,0.707424
1.45,-2.88621,-0.219406,-4.66403,-0.477315,0.229918,-0.467826,0.707422
1.451,-2.88591,-0.22782,-4.66378,-0.477737,0.228834,-0.46793,0.70742
1.452,-2.88559,-0.236232,-4.66352,-0.478158,0.227749,-0.468033,0.707418
1.453,-2.88526,-0.244642,-4.66324,-0.478577,0.226663,-0.468135,0.707416
1.454,-2.88492,-0.253051,-4.66296,-0.478994,0.225576,-0.468237,0.707414
1.455,-2.88456,-0.261459,-4.66267,-0.479409,0.224488,-0.468337,0.707412
1.456,-2.8842,-0.269865,-4.66237,-0.479823,0.223399,-0.468437,0.70741
1.457,-2.88382,-0.27827,-4.66206,-0.480235,0.222309,-0.468537,0.707408
1.458,-2.88343,-0.286672,-4.66173,-0.480646,0.221218,-0.468635,0.707406
1.459,-2.88303,-0.295074,-4.6614,-0.481055,0.220125,-0.468733,0.707404
1.46,-2.88262,-0.303473,-4.66106,-0.481462,0.219032,-0.46883,0.707402
1.461,-2.88219,-0.31187,-4.66071,-0.481868,0.217937,-0.468926,0.7074
1.462,-2.88176,-0.320266,-4.66035,-0.482271,0.216842,-0.469022,0.707398
1.463,-2.88131,-0.32866,-4.65998,-0.482674,0.215745,-0.469117,0.707396
1.464,-2.88085,-0.337052,-4.65961,-0.483074,0.214648,-0.469211,0.707394
1.465,-2.88038,-0.345441,-4.65922,-0.483473,0.213549,-0.469304,0.707393
1.466,-2.87989,-0.353829,-4.65882,-0.48387,0.21245,-0.469397,0.707391
1.467,-2.8794,-0.362215,-4.65841,-0.484266,0.211349,-0.469489,0.707389
1.468,-2.87889,-0.370598,-4.65799,-0.484659,0.210248,-0.46958,0.707387
1.469,-2.87838,-0.378979,-4.65757,-0.485051,0.209145,-0.46967,0.707385
1.47,-2.87785,-0.387358,-4.65713,-0.485442,0.208041,-0.46976,0.707383
1.471,-2.8773,-0.395735,-4.65669,-0.48583,0.206937,-0.469848,0.707381
1.472,-2.87675,-0.404109,-4.65623,-0.486217,0.205831,-0.469937,0.707379
1.473,-2.87619,-0.412481,-4.65577,-0.486603,0.204725,-0.470024,0.707378
1.474,-2.87561,-0.42085,-4.65529,-0.486986,0.203617,-0.47011,0.707376
1.475,-2.87502,-0.429217,-4.65481,-0.487368,0.202509,-0.470196,0.707374
1.476,-2.87442,-0.437581,-4.65431,-0.487748,0.2014,-0.470281,0.707372
1.477,-2.87381,-0.445942,-4.65381,-0.488127,0.200289,-0.470365,0.70737
1.478,-2.87319,-0.454301,-4.6533,-0.488503,0.199178,-0.470449,0.707369
1.479,-2.87256,-0.462657,-4.65278,-0.488878,0.198066,-0.470532,0.707367
1.48,-2.87191,-0.471011,-4.65224,-0.489252,0.196953,-0.470614,0.707365
1.481,-2.87125,-0.479361,-4.6517,-0.489623,0.195839,-0.470695,0.707363
1.482,-2.87058,-0.487709,-4.65115,-0.489993,0.194724,-0.470775,0.707361
1.483,-2.8699,-0.496054,-4.65059,-0.490361,0.193608,-0.470855,0.70736
1.484,-2.86921,-0.504395,-4.65002,-0.490728,0.192491,-0.470933,0.707358
1.485,-2.86851,-0.512734,-4.64944,-0.491092,0.191373,-0.471011,0.707356
1.486,-2.86779,-0.52107,-4.64886,-0.491455,0.190254,-0.471089,0.707355
1.487,-2.86707,-0.529402,-4.64826,-0.491816,0.189135,-0.471165,0.707353
1.488,-2.86633,-0.537731,-4.64765,-0.492176,0.188014,-0.471241,0.707351
1.489,-2.86558,-0.546057,-4.64703,-0.492534,0.186893,-0.471316,0.707349
1.49,-2.86482,-0.55438,-4.64641,-0.49289,0.185771,-0.47139,0.707348
1.491,-2.86404,-0.5627,-4.64577,-0.493244,0.184648,-0.471463,0.707346
1.492,-2.86326,-0.571016,-4.64513,-0.493596,0.183524,-0.471535,0.707344
1.493,-2.86246,-0.579328,-4.64447,-0.493947,0.182399,-0.471607,0.707343
1.494,-2.86166,-0.587637,-4.64381,-0.494296,0.181273,-0.471678,0.707341
1.495,-2.86084,-0.595943,-4.64314,-0.494643,0.180147,-0.471748,0.707339
1.496,-2.86001,-0.604245,-4.64246,-0.494989,0.179019,-0.471817,0.707338
1.497,-2.85917,-0.612543,-4.64176,-0.495332,0.177891,-0.471886,0.707336
1.498,-2.85831,-0.620838,-4.64106,-0.495674,0.176762,-0.471954,0.707335
1.499,-2.85745,-0.629129,-4.64035,-0.496014,0.175632,-0.47202,0.707333
1.5,-2.85657,-0.637416,-4.63964,-0.496353,0.174501,-0.472086,0.707331
1.501,-2.85569,-0.6457,-4.63891,-0.496689,0.17337,-0.472152,0.70733
1.502,-2.85479,-0.653979,-4.63817,-0.497024,0.172237,-0.472216,0.707328
1.503,-2.85388,-0.662255,-4.63742,-0.497357,0.171104,-0.47228,0.707326
1.504,-2.85296,-0.670527,-4.63667,-0.497689,0.16997,-0.472343,0.707325
1.505,-2.85202,-0.678794,-4.6359,-0.498018,0.168835,-0.472405,0.707323
1.506,-2.85108,-0.687058,-4.63513,-0.498346,0.1677,-0.472466,0.707322
1.507,-2.85012,-0.695317,-4.63434,-0.498672,0.166563,-0.472526,0.70732
1.508,-2.84916,-0.703573,-4.63355,-0.498996,0.165426,-0.472586,0.707319
1.509,-2.84818,-0.711824,-4.63275,-0.499319,0.164288,-0.472644,0.707317
1.51,-2.84719,-0.72007,-4.63194,-0.499639,0.16315,-0.472702,0.707316
1.511,-2.84619,-0.728313,-4.63112,-0.499958,0.16201,-0.472759,0.707314
1.512,-2.84518,-0.736551,-4.63029,-0.500275,0.16087,-0.472816,0.707313
1.513,-2.84415,-0.744785,-4.62945,-0.50059,0.159729,-0.472871,0.707311
1.514,-2.84312,-0.753014,-4.6286,-0.500904,0.158587,-0.472926,0.70731
1.515,-2.84207,-0.761239,-4.62775,-0.501215,0.157445,-0.472979,0.707308
1.516,-2.84102,-0.769459,-4.62688,-0.501525,0.156302,-0.473032,0.707307
1.517,-2.83995,-0.777675,-4.62601,-0.501833,0.155158,-0.473085,0.707305
1.518,-2.83887,-0.785886,-4.62512,-0.502139,0.154013,-0.473136,0.707304
1.519,-2.83778,-0.794092,-4.62423,-0.502444,0.152868,-0.473186,0.707302
1.52,-2.83668,-0.802294,-4.62333,-0.502747,0.151722,-0.473236,0.707301
1.521,-2.83557,-0.810491,-4.62242,-0.503047,0.150575,-0.473285,0.707299
1.522,-2.83444,-0.818683,-4.6215,-0.503346,0.149428,-0.473333,0.707298
1.523,-2.83331,-0.82687,-4.62057,-0.503644,0.148279,-0.47338,0.707296
1.524,-2.83216,-0.835052,-4.61964,-0.503939,0.147131,-0.473426,0.707295
1.525,-2.831,-0.843229,-4.61869,-0.504232,0.145981,-0.473471,0.707293
1.526,-2.82983,-0.851401,-4.61773,-0.504524,0.144831,-0.473516,0.707292
1.527,-2.82865,-0.859568,-4.61677,-0.504814,0.14368,-0.47356,0.707291
1.528,-2.82746,-0.86773,-4.6158,-0.505102,0.142529,-0.473602,0.707289
1.529,-2.82626,-0.875887,-4.61482,-0.505388,0.141376,-0.473644,0.707288
1.53,-2.82505,-0.884039,-4.61383,-0.505673,0.140224,-0.473686,0.707286
1.531,-2.82383,-0.892185,-4.61283,-0.505956,0.13907,-0.473726,0.707285
1.532,-2.82259,-0.900327,-4.61182,-0.506236,0.137916,-0.473765,0.707284
1.533,-2.82135,-0.908462,-4.6108,-0.506515,0.136761,-0.473804,0.707282
1.534,-2.82009,-0.916593,-4.60978,-0.506792,0.135606,-0.473842,0.707281
1.535,-2.81882,-0.924718,-4.60874,-0.507068,0.13445,-0.473879,0.70728
1.536,-2.81754,-0.932837,-4.6077,-0.507341,0.133293,-0.473915,0.707278
1.537,-2.81625,-0.940951,-4.60665,-0.507613,0.132136,-0.47395,0.707277
1.538,-2.81495,-0.94906,-4.60559,-0.507883,0.130978,-0.473985,0.707276
1.539,-2.81364,-0.957163,-4.60452,-0.50815,0.12982,-0.474018,0.707274
1.54,-2.81232,-0.96526,-4.60344,-0.508417,0.128661,-0.474051,0.707273
1.541,-2.81099,-0.973351,-4.60236,-0.508681,0.127501,-0.474082,0.707272
1.542,-2.80964,-0.981437,-4.60126,-0.508943,0.126341,-0.474113,0.70727
1.543,-2.80829,-0.989517,-4.60016,-0.509204,0.12518,-0.474144,0.707269
1.544,-2.80692,-0.997591,-4.59905,-0.509462,0.124019,-0.474173,0.707268
1.545,-2.80555,-1.00566,-4.59793,-0.509719,0.122857,-0.474201,0.707266
1.546,-2.80416,-1.01372,-4.5968,-0.509974,0.121694,-0.474229,0.707265
1.547,-2.80276,-1.02178,-4.59566,-0.510227,0.120531,-0.474255,0.707264
1.548,-2.80135,-1.02983,-4.59452,-0.510479,0.119368,-0.474281,0.707263
1.549,-2.79993,-1.03787,-4.59336,-0.510728,0.118204,-0.474306,0.707261
1.55,-2.7985,-1.04591,-4.5922,-0.510976,0.117039,-0.47433,0.70726
1.551,-2.79706,-1.05394,-4.59103,-0.511221,0.115874,-0.474353,0.707259
1.552,-2.79561,-1.06197,-4.58985,-0.511465,0.114708,-0.474375,0.707258
1.553,-2.79415,-1.06999,-4.58866,-0.511707,0.113542,-0.474397,0.707256
1.554,-2.79268,-1.078,-4.58747,-0.511947,0.112375,-0.474417,0.707255
1.555,-2.79119,-1.08601,-4.58626,-0.512186,0.111208,-0.474437,0.707254
1.556,-2.7897,-1.09401,-4.58505,-0.512422,0.11004,-0.474456,0.707253
1.557,-2.78819,-1.102,-4.58383,-0.512657,0.108872,-0.474474,0.707251
1.558,-2.78668,-1.10999,-4.5826,-0.512889,0.107704,-0.474491,0.70725
1.559,-2.78515,-1.11797,-4.58136,-0.51312,0.106534,-0.474507,0.707249
1.56,-2.78361,-1.12595,-4.58012,-0.513349,0.105365,-0.474523,0.707248
1.561,-2.78207,-1.13392,-4.57887,-0.513576,0.104195,-0.474537,0.707247
1.562,-2.78051,-1.14188,-4.5776,-0.513801,0.103024,-0.474551,0.707245
1.563,-2.77894,-1.14983,-4.57633,-0.514025,0.101853,-0.474563,0.707244
1.564,-2.77736,-1.15778,-4.57506,-0.514246,0.100682,-0.474575,0.707243
1.565,-2.77577,-1.16572,-4.57377,-0.514466,0.0995096,-0.474586,0.707242
1.566,-2.77417,-1.17366,-4.57247,-0.514683,0.0983372,-0.474596,0.707241
1.567,-2.77256,-1.18159,-4.57117,-0.514899,0.0971644,-0.474605,0.707239
1.568,-2.77094,-1.18951,-4.56986,-0.515113,0.0959912,-0.474614,0.707238
1.569,-2.76931,-1.19742,-4.56854,-0.515325,0.0948176,-0.474621,0.707237
1.57,-2.76767,-1.20533,-4.56722,-0.515535,0.0936435,-0.474628,0.707236
1.571,-2.76602,-1.21323,-4.56588,-0.515743,0.0924691,-0.474634,0.707235
1.572,-2.76436,-1.22112,-4.56454,-0.51595,0.0912942,-0.474638,0.707234
1.573,-2.76269,-1.22901,-4.56319,-0.516154,0.0901189,-0.474642,0.707233
1.574,-2.761,-1.23689,-4.56183,-0.516357,0.0889433,-0.474645,0.707232
1.575,-2.75931,-1.24476,-4.56047,-0.516558,0.0877673,-0.474648,0.70723
1.576,-2.75761,-1.25262,-4.55909,-0.516756,0.0865909,-0.474649,0.707229
1.577,-2.7559,-1.26048,-4.55771,-0.516953,0.0854141,-0.474649,0.707228
1.578,-2.75417,-1.26833,-4.55632,-0.517148,0.0842369,-0.474649,0.707227
1.579,-2.75244,-1.27618,-4.55492,-0.517342,0.0830594,-0.474647,0.707226
1.58,-2.75069,-1.28401,-4.55352,-0.517533,0.0818816,-0.474645,0.707225
1.581,-2.74894,-1.29184,-4.55211,-0.517722,0.0807034,-0.474642,0.707224
1.582,-2.74718,-1.29966,-4.55069,-0.51791,0.0795248,-0.474638,0.707223
1.583,-2.7454,-1.30747,-4.54926,-0.518095,0.078346,-0.474633,0.707222
1.584,-2.74362,-1.31528,-4.54782,-0.518279,0.0771667,-0.474628,0.707221
1.585,-2.74182,-1.32308,-4.54638,-0.518461,0.0759872,-0.474621,0.70722
1.586,-2.74002,-1.33087,-4.54493,-0.518641,0.0748074,-0.474613,0.707218
1.587,-2.7382,-1.33865,-4.54347,-0.518819,0.0736272,-0.474605,0.707217
1.588,-2.73638,-1.34643,-4.542,-0.518995,0.0724467,-0.474596,0.707216
1.589,-2.73454,-1.3542,-4.54053,-0.519169,0.071266,-0.474585,0.707215
1.59,-2.7327,-1.36196,-4.53905,-0.519341,0.0700849,-0.474574,0.707214
1.591,-2.73085,-1.36971,-4.53756,-0.519511,0.0689036,-0.474562,0.707213
1.592,-2.72898,-1.37745,-4.53606,-0.51968,0.067722,-0.47455,0.707212
1.593,-2.72711,-1.38519,-4.53456,-0.519847,0.0665401,-0.474536,0.707211
1.594,-2.72522,-1.39292,-4.53305,-0.520011,0.0653579,-0.474521,0.70721
1.595,-2.72333,-1.40064,-4.53153,-0.520174,0.0641755,-0.474506,0.707209
1.596,-2.72142,-1.40835,-4.53,-0.520335,0.0629928,-0.474489,0.707208
1.597,-2.71951,-1.41606,-4.52847,-0.520494,0.0618098,-0.474472,0.707207
1.598,-2.71759,-1.42375,-4.52693,-0.520651,0.0606266,-0.474454,0.707206
1.599,-2.71565,-1.43144,-4.52538,-0.520806,0.0594432,-0.474435,0.707205
1.6,-2.71371,-1.43912,-4.52383,-0.520959,0.0582596,-0.474415,0.707204
1.601,-2.71176,-1.4468,-4.52227,-0.52111,0.0570757,-0.474394,0.707203
1.602,-2.70979,-1.45446,-4.5207,-0.52126,0.0558916,-0.474372,0.707202
1.603,-2.70782,-1.46212,-4.51912,-0.521407,0.0547073,-0.47435,0.707201
1.604,-2.70584,-1.46977,-4.51754,-0.521553,0.0535228,-0.474326,0.7072
1.605,-2.70385,-1.47741,-4.51594,-0.521697,0.052338,-0.474302,0.707199
1.606,-2.70184,-1.48504,-4.51435,-0.521838,0.0511531,-0.474277,0.707198
1.607,-2.69983,-1.49266,-4.51274,-0.521978,0.049968,-0.474251,0.707197
1.608,-2.69781,-1.50028,-4.51113,-0.522116,0.0487827,-0.474224,0.707197
1.609,-2.69578,-1.50788,-4.50951,-0.522252,0.0475972,-0.474196,0.707196
1.61,-2.69374,-1.51548,-4.50789,-0.522386,0.0464116,-0.474167,0.707195
1.611,-2.69169,-1.52307,-4.50625,-0.522518,0.0452258,-0.474137,0.707194
1.612,-2.68963,-1.53065,-4.50461,-0.522649,0.0440398,-0.474107,0.707193
1.613,-2.68757,-1.53822,-4.50297,-0.522777,0.0428537,-0.474075,0.707192
1.614,-2.68549,-1.54579,-4.50131,-0.522904,0.0416674,-0.474043,0.707191
1.615,-2.6834,-1.55334,-4.49965,-0.523028,0.040481,-0.47401,0.70719
1.616,-2.6813,-1.56089,-4.49798,-0.523151,0.0392945,-0.473976,0.707189
1.617,-2.6792,-1.56843,-4.49631,-0.523271,0.0381078,-0.473941,0.707188
1.618,-2.67708,-1.57595,-4.49463,-0.52339,0.036921,-0.473905,0.707187
1.619,-2.67496,-1.58348,-4.49294,-0.523507,0.0357341,-0.473868,0.707186
1.62,-2.67282,-1.59099,-4.49125,-0.523622,0.034547,-0.47383,0.707185
1.621,-2.67068,-1.59849,-4.48955,-0.523735,0.0333599,-0.473792,0.707185
1.622,-2.66853,-1.60598,-4.48784,-0.523846,0.0321727,-0.473753,0.707184
1.623,-2.66636,-1.61347,-4.48612,-0.523955,0.0309853,-0.473712,0.707183
1.624,-2.66419,-1.62094,-4.4844,-0.524063,0.0297979,-0.473671,0.707182
1.625,-2.66201,-1.62841,-4.48268,-0.524168,0.0286104,-0.473629,0.707181
1.626,-2.65982,-1.63587,-4.48094,-0.524271,0.0274228,-0.473586,0.70718
1.627,-2.65762,-1.64332,-4.4792,-0.524373,0.0262352,-0.473542,0.707179
1.628,-2.65541,-1.65076,-4.47745,-0.524472,0.0250475,-0.473498,0.707178
1.629,-2.6532,-1.65819,-4.4757,-0.52457,0.0238597,-0.473452,0.707178
1.63,-2.65097,-1.66561,-4.47394,-0.524666,0.0226719,-0.473405,0.707177
1.631,-2.64873,-1.67302,-4.47218,-0.52476,0.021484,-0.473358,0.707176
1.632,-2.64649,-1.68043,-4.4704,-0.524852,0.0202961,-0.47331,0.707175
1.633,-2.64424,-1.68782,-4.46862,-0.524942,0.0191082,-0.473261,0.707174
1.634,-2.64197,-1.69521,-4.46684,-0.52503,0.0179202,-0.473211,0.707173
1.635,-2.6397,-1.70258,-4.46505,-0.525116,0.0167322,-0.47316,0.707173
1.636,-2.63742,-1.70995,-4.46325,-0.5252,0.0155442,-0.473108,0.707172
1.637,-2.63513,-1.71731,-4.46145,-0.525282,0.0143562,-0.473056,0.707171
1.638,-2.63283,-1.72465,-4.45964,-0.525363,0.0131682,-0.473002,0.70717
1.639,-2.63053,-1.73199,-4.45782,-0.525441,0.0119802,-0.472948,0.707169
1.64,-2.62821,-1.73932,-4.456,-0.525518,0.0107922,-0.472893,0.707169
1.641,-2.62588,-1.74664,-4.45417,-0.525592,0.00960421,-0.472836,0.707168
1.642,-2.62355,-1.75395,-4.45233,-0.525665,0.00841624,-0.472779,0.707167
1.643,-2.62121,-1.76125,-4.45049,-0.525736,0.0072283,-0.472722,0.707166
1.644,-2.61886,-1.76854,-4.44865,-0.525805,0.00604038,-0.472663,0.707165
1.645,-2.6165,-1.77582,-4.44679,-0.525872,0.00485251,-0.472603,0.707165
1.646,-2.61413,-1.7831,-4.44494,-0.525937,0.00366468,-0.472543,0.707164
1.647,-2.61175,-1.79036,-4.44307,-0.526,0.0024769,-0.472481,0.707163
1.648,-2.60936,-1.79761,-4.4412,-0.526061,0.00128917,-0.472419,0.707162
1.649,-2.60697,-1.80485,-4.43932,-0.52612,0.000101504,-0.472356,0.707161
1.65,-2.60456,-1.81209,-4.43744,-0.526178,-0.00108609,-0.472292,0.707161
1.651,-2.60215,-1.81931,-4.43555,-0.526233,-0.00227362,-0.472227,0.70716
1.652,-2.59973,-1.82652,-4.43366,-0.526287,-0.00346106,-0.472161,0.707159
1.653,-2.5973,-1.83373,-4.43176,-0.526338,-0.00464842,-0.472095,0.707158
