t[s],wx[rad/s],wy[rad/s],wz[rad/s],q1,q2,q3,q4
3.298,2.8929,0.250559,-4.66716,0.487986,-0.219635,-0.462329,0.707024
3.299,2.89255,0.258998,-4.66687,0.488365,-0.218533,-0.462451,0.707024
3.3,2.89219,0.267435,-4.66657,0.488743,-0.217431,-0.462571,0.707024
3.301,2.89181,0.27587,-4.66626,0.489119,-0.216327,-0.462691,0.707023
3.302,2.89143,0.284304,-4.66594,0.489493,-0.215223,-0.462811,0.707023
3.303,2.89103,0.292736,-4.66561,0.489866,-0.214117,-0.462929,0.707023
3.304,2.89062,0.301166,-4.66527,0.490237,-0.213011,-0.463047,0.707023
3.305,2.8902,0.309595,-4.66492,0.490607,-0.211904,-0.463163,0.707023
3.306,2.88976,0.318021,-4.66456,0.490974,-0.210795,-0.463279,0.707023
3.307,2.88932,0.326446,-4.6642,0.491341,-0.209686,-0.463394,0.707023
3.308,2.88886,0.334869,-4.66382,0.491705,-0.208576,-0.463509,0.707023
3.309,2.88839,0.343289,-4.66343,0.492068,-0.207466,-0.463622,0.707023
3.31,2.88791,0.351708,-4.66304,0.492429,-0.206354,-0.463735,0.707023
3.311,2.88742,0.360124,-4.66263,0.492789,-0.205241,-0.463847,0.707023
3.312,2.88692,0.368539,-4.66221,0.493147,-0.204128,-0.463958,0.707023
3.313,2.8864,0.376951,-4.66179,0.493503,-0.203014,-0.464068,0.707023
3.314,2.88587,0.385361,-4.66135,0.493858,-0.201898,-0.464177,0.707023
3.315,2.88533,0.393768,-4.66091,0.494211,-0.200782,-0.464286,0.707022
3.316,2.88478,0.402174,-4.66045,0.494562,-0.199665,-0.464393,0.707022
3.317,2.88422,0.410576,-4.65999,0.494912,-0.198548,-0.4645,0.707022
3.318,2.88365,0.418977,-4.65952,0.49526,-0.197429,-0.464606,0.707022
3.319,2.88306,0.427374,-4.65903,0.495606,-0.19631,-0.464711,0.707022
3.32,2.88246,0.435769,-4.65854,0.495951,-0.195189,-0.464815,0.707022
3.321,2.88186,0.444162,-4.65804,0.496294,-0.194068,-0.464919,0.707022
3.322,2.88124,0.452552,-4.65752,0.496635,-0.192946,-0.465021,0.707022
3.323,2.8806,0.460939,-4.657,0.496975,-0.191824,-0.465123,0.707022
3.324,2.87996,0.469323,-4.65647,0.497313,-0.1907,-0.465224,0.707022
3.325,2.8793,0.477705,-4.65593,0.497649,-0.189576,-0.465324,0.707022
3.326,2.87864,0.486084,-4.65538,0.497984,-0.188451,-0.465423,0.707022
3.327,2.87796,0.494459,-4.65482,0.498317,-0.187325,-0.465522,0.707022
3.328,2.87727,0.502832,-4.65425,0.498648,-0.186198,-0.465619,0.707022
3.329,2.87656,0.511202,-4.65367,0.498977,-0.185071,-0.465716,0.707021
3.33,2.87585,0.519568,-4.65309,0.499305,-0.183942,-0.465811,0.707021
3.331,2.87513,0.527932,-4.65249,0.499631,-0.182813,-0.465906,0.707021
3.332,2.87439,0.536292,-4.65188,0.499956,-0.181684,-0.466,0.707021
3.333,2.87364,0.544649,-4.65126,0.500278,-0.180553,-0.466094,0.707021
3.334,2.87288,0.553003,-4.65064,0.500599,-0.179422,-0.466186,0.707021
3.335,2.87211,0.561353,-4.65,0.500919,-0.17829,-0.466277,0.707021
3.336,2.87133,0.569701,-4.64936,0.501236,-0.177157,-0.466368,0.707021
3.337,2.87053,0.578044,-4.6487,0.501552,-0.176023,-0.466457,0.707021
3.338,2.86972,0.586384,-4.64804,0.501867,-0.174889,-0.466546,0.707021
3.339,2.86891,0.594721,-4.64737,0.502179,-0.173754,-0.466634,0.707021
3.34,2.86808,0.603054,-4.64668,0.50249,-0.172618,-0.466721,0.707021
3.341,2.86724,0.611383,-4.64599,0.502799,-0.171481,-0.466808,0.707021
3.342,2.86639,0.619709,-4.64529,0.503106,-0.170344,-0.466893,0.707021
3.343,2.86552,0.628031,-4.64458,0.503412,-0.169206,-0.466977,0.70702
3.344,2.86465,0.636349,-4.64386,0.503716,-0.168068,-0.467061,0.70702
3.345,2.86376,0.644664,-4.64313,0.504018,-0.166928,-0.467144,0.70702
3.346,2.86286,0.652974,-4.64239,0.504318,-0.165788,-0.467225,0.70702
3.347,2.86195,0.661281,-4.64164,0.504617,-0.164647,-0.467306,0.70702
3.348,2.86103,0.669583,-4.64089,0.504914,-0.163506,-0.467386,0.70702
3.349,2.8601,0.677882,-4.64012,0.505209,-0.162364,-0.467466,0.70702
3.35,2.85916,0.686176,-4.63935,0.505503,-0.161221,-0.467544,0.70702
3.351,2.8582,0.694467,-4.63856,0.505795,-0.160078,-0.467621,0.70702
3.352,2.85723,0.702753,-4.63777,0.506085,-0.158934,-0.467698,0.70702
3.353,2.85626,0.711035,-4.63696,0.506373,-0.157789,-0.467773,0.70702
3.354,2.85527,0.719313,-4.63615,0.50666,-0.156643,-0.467848,0.70702
3.355,2.85427,0.727586,-4.63533,0.506944,-0.155497,-0.467922,0.70702
3.356,2.85326,0.735855,-4.6345,0.507228,-0.154351,-0.467995,0.70702
3.357,2.85223,0.74412,-4.63366,0.507509,-0.153203,-0.468067,0.70702
3.358,2.8512,0.75238,-4.63281,0.507788,-0.152055,-0.468138,0.70702
3.359,2.85015,0.760636,-4.63195,0.508066,-0.150907,-0.468209,0.707019
3.36,2.8491,0.768887,-4.63109,0.508342,-0.149757,-0.468278,0.707019
3.361,2.84803,0.777133,-4.63021,0.508617,-0.148608,-0.468346,0.707019
3.362,2.84695,0.785375,-4.62932,0.508889,-0.147457,-0.468414,0.707019
3.363,2.84586,0.793612,-4.62843,0.50916,-0.146306,-0.468481,0.707019
3.364,2.84475,0.801845,-4.62753,0.509429,-0.145154,-0.468546,0.707019
3.365,2.84364,0.810072,-4.62661,0.509697,-0.144002,-0.468611,0.707019
3.366,2.84252,0.818295,-4.62569,0.509962,-0.142849,-0.468675,0.707019
3.367,2.84138,0.826513,-4.62476,0.510226,-0.141696,-0.468738,0.707019
3.368,2.84024,0.834726,-4.62382,0.510488,-0.140542,-0.468801,0.707019
3.369,2.83908,0.842934,-4.62287,0.510749,-0.139387,-0.468862,0.707019
3.37,2.83791,0.851137,-4.62192,0.511007,-0.138232,-0.468922,0.707019
3.371,2.83673,0.859335,-4.62095,0.511264,-0.137076,-0.468982,0.707019
3.372,2.83554,0.867527,-4.61998,0.511519,-0.13592,-0.46904,0.707019
3.373,2.83433,0.875715,-4.61899,0.511772,-0.134763,-0.469098,0.707019
3.374,2.83312,0.883897,-4.618,0.512024,-0.133606,-0.469155,0.707019
3.375,2.8319,0.892074,-4.617,0.512273,-0.132448,-0.469211,0.707018
3.376,2.83066,0.900246,-4.61599,0.512521,-0.13129,-0.469265,0.707018
3.377,2.82941,0.908413,-4.61497,0.512767,-0.130131,-0.46932,0.707018
3.378,2.82816,0.916574,-4.61394,0.513012,-0.128971,-0.469373,0.707018
3.379,2.82689,0.924729,-4.6129,0.513254,-0.127811,-0.469425,0.707018
3.38,2.82561,0.932879,-4.61186,0.513495,-0.126651,-0.469476,0.707018
3.381,2.82432,0.941024,-4.6108,0.513734,-0.12549,-0.469526,0.707018
3.382,2.82302,0.949163,-4.60974,0.513971,-0.124328,-0.469576,0.707018
3.383,2.8217,0.957296,-4.60867,0.514207,-0.123166,-0.469624,0.707018
3.384,2.82038,0.965424,-4.60759,0.51444,-0.122004,-0.469672,0.707018
3.385,2.81904,0.973546,-4.6065,0.514672,-0.120841,-0.469719,0.707018
3.386,2.8177,0.981662,-4.6054,0.514902,-0.119677,-0.469765,0.707018
3.387,2.81634,0.989773,-4.60429,0.515131,-0.118513,-0.469809,0.707018
3.388,2.81498,0.997877,-4.60318,0.515357,-0.117349,-0.469853,0.707018
3.389,2.8136,1.00598,-4.60206,0.515582,-0.116184,-0.469896,0.707018
3.39,2.81221,1.01407,-4.60092,0.515805,-0.115019,-0.469938,0.707018
3.391,2.81081,1.02216,-4.59978,0.516026,-0.113853,-0.46998,0.707017
3.392,2.8094,1.03024,-4.59863,0.516245,-0.112687,-0.47002,0.707017
3.393,2.80798,1.03831,-4.59748,0.516463,-0.11152,-0.470059,0.707017
3.394,2.80655,1.04638,-4.59631,0.516679,-0.110353,-0.470098,0.707017
3.395,2.8051,1.05444,-4.59513,0.516893,-0.109185,-0.470135,0.707017
3.396,2.80365,1.0625,-4.59395,0.517105,-0.108017,-0.470172,0.707017
3.397,2.80218,1.07055,-4.59276,0.517315,-0.106849,-0.470207,0.707017
3.398,2.80071,1.07859,-4.59156,0.517524,-0.10568,-0.470242,0.707017
3.399,2.79922,1.08663,-4.59035,0.517731,-0.104511,-0.470276,0.707017
3.4,2.79773,1.09466,-4.58913,0.517935,-0.103341,-0.470309,0.707017
3.401,2.79622,1.10268,-4.58791,0.518139,-0.102171,-0.470341,0.707017
3.402,2.7947,1.1107,-4.58668,0.51834,-0.101001,-0.470372,0.707017
3.403,2.79317,1.11871,-4.58543,0.518539,-0.0998301,-0.470402,0.707017
3.404,2.79164,1.12672,-4.58418,0.518737,-0.098659,-0.470431,0.707017
3.405,2.79009,1.13472,-4.58293,0.518933,-0.0974875,-0.470459,0.707017
3.406,2.78853,1.14271,-4.58166,0.519127,-0.0963156,-0.470487,0.707017
3.407,2.78696,1.15069,-4.58039,0.519319,-0.0951433,-0.470513,0.707017
3.408,2.78537,1.15867,-4.5791,0.51951,-0.0939707,-0.470539,0.707017
3.409,2.78378,1.16664,-4.57781,0.519699,-0.0927978,-0.470563,0.707016
3.41,2.78218,1.17461,-4.57651,0.519885,-0.0916245,-0.470587,0.707016
3.411,2.78057,1.18257,-4.57521,0.52007,-0.0904508,-0.470609,0.707016
3.412,2.77894,1.19052,-4.57389,0.520254,-0.0892768,-0.470631,0.707016
3.413,2.77731,1.19846,-4.57257,0.520435,-0.0881025,-0.470652,0.707016
3.414,2.77567,1.2064,-4.57124,0.520615,-0.0869279,-0.470672,0.707016
3.415,2.77401,1.21433,-4.5699,0.520792,-0.085753,-0.470691,0.707016
3.416,2.77235,1.22225,-4.56855,0.520968,-0.0845777,-0.470709,0.707016
3.417,2.77067,1.23017,-4.56719,0.521142,-0.0834021,-0.470726,0.707016
3.418,2.76899,1.23808,-4.56583,0.521315,-0.0822263,-0.470742,0.707016
3.419,2.76729,1.24598,-4.56446,0.521485,-0.0810501,-0.470757,0.707016
3.42,2.76558,1.25387,-4.56308,0.521654,-0.0798737,-0.470772,0.707016
3.421,2.76387,1.26176,-4.56169,0.521821,-0.078697,-0.470785,0.707016
3.422,2.76214,1.26964,-4.5603,0.521986,-0.07752,-0.470797,0.707016
3.423,2.7604,1.27751,-4.55889,0.522149,-0.0763427,-0.470809,0.707016
3.424,2.75866,1.28538,-4.55748,0.52231,-0.0751651,-0.47082,0.707016
3.425,2.7569,1.29324,-4.55607,0.52247,-0.0739873,-0.470829,0.707016
3.426,2.75513,1.30109,-4.55464,0.522627,-0.0728093,-0.470838,0.707016
3.427,2.75335,1.30893,-4.55321,0.522783,-0.071631,-0.470846,0.707016
3.428,2.75157,1.31676,-4.55176,0.522937,-0.0704524,-0.470853,0.707015
3.429,2.74977,1.32459,-4.55032,0.52309,-0.0692736,-0.470858,0.707015
3.43,2.74796,1.33241,-4.54886,0.52324,-0.0680946,-0.470863,0.707015
3.431,2.74614,1.34022,-4.54739,0.523388,-0.0669154,-0.470867,0.707015
3.432,2.74431,1.34803,-4.54592,0.523535,-0.0657359,-0.470871,0.707015
3.433,2.74248,1.35583,-4.54444,0.52368,-0.0645562,-0.470873,0.707015
3.434,2.74063,1.36362,-4.54295,0.523823,-0.0633763,-0.470874,0.707015
3.435,2.73877,1.3714,-4.54146,0.523964,-0.0621962,-0.470874,0.707015
3.436,2.7369,1.37917,-4.53996,0.524104,-0.0610159,-0.470874,0.707015
3.437,2.73502,1.38694,-4.53845,0.524241,-0.0598355,-0.470872,0.707015
3.438,2.73313,1.3947,-4.53693,0.524377,-0.0586548,-0.47087,0.707015
3.439,2.73124,1.40245,-4.53541,0.524511,-0.0574739,-0.470866,0.707015
3.44,2.72933,1.41019,-4.53387,0.524643,-0.0562929,-0.470862,0.707015
3.441,2.72741,1.41792,-4.53233,0.524773,-0.0551117,-0.470857,0.707015
3.442,2.72548,1.42565,-4.53079,0.524901,-0.0539303,-0.470851,0.707015
3.443,2.72354,1.43336,-4.52923,0.525028,-0.0527488,-0.470843,0.707015
3.444,2.7216,1.44107,-4.52767,0.525152,-0.0515671,-0.470835,0.707015
3.445,2.71964,1.44878,-4.5261,0.525275,-0.0503853,-0.470826,0.707015
3.446,2.71767,1.45647,-4.52453,0.525396,-0.0492034,-0.470816,0.707015
3.447,2.71569,1.46415,-4.52294,0.525515,-0.0480213,-0.470806,0.707015
3.448,2.71371,1.47183,-4.52135,0.525633,-0.046839,-0.470794,0.707015
3.449,2.71171,1.4795,-4.51975,0.525748,-0.0456567,-0.470781,0.707014
3.45,2.7097,1.48716,-4.51815,0.525862,-0.0444742,-0.470767,0.707014
3.451,2.70769,1.49481,-4.51654,0.525974,-0.0432916,-0.470753,0.707014
3.452,2.70566,1.50246,-4.51492,0.526084,-0.0421089,-0.470737,0.707014
3.453,2.70363,1.51009,-4.51329,0.526192,-0.0409261,-0.470721,0.707014
3.454,2.70158,1.51772,-4.51166,0.526298,-0.0397432,-0.470703,0.707014
3.455,2.69953,1.52533,-4.51002,0.526402,-0.0385603,-0.470685,0.707014
3.456,2.69747,1.53294,-4.50837,0.526505,-0.0373772,-0.470666,0.707014
3.457,2.69539,1.54054,-4.50672,0.526606,-0.036194,-0.470646,0.707014
3.458,2.69331,1.54814,-4.50506,0.526705,-0.0350108,-0.470625,0.707014
3.459,2.69122,1.55572,-4.50339,0.526802,-0.0338275,-0.470603,0.707014
3.46,2.68912,1.56329,-4.50171,0.526897,-0.0326442,-0.47058,0.707014
3.461,2.687,1.57086,-4.50003,0.52699,-0.0314608,-0.470556,0.707014
3.462,2.68488,1.57842,-4.49835,0.527082,-0.0302773,-0.470531,0.707014
3.463,2.68275,1.58597,-4.49665,0.527171,-0.0290938,-0.470505,0.707014
3.464,2.68061,1.59351,-4.49495,0.527259,-0.0279103,-0.470479,0.707014
3.465,2.67847,1.60104,-4.49324,0.527345,-0.0267267,-0.470451,0.707014
3.466,2.67631,1.60856,-4.49152,0.527429,-0.0255431,-0.470423,0.707014
3.467,2.67414,1.61607,-4.4898,0.527512,-0.0243595,-0.470393,0.707014
3.468,2.67196,1.62358,-4.48807,0.527592,-0.0231758,-0.470363,0.707014
3.469,2.66978,1.63107,-4.48634,0.527671,-0.0219922,-0.470332,0.707014
3.47,2.66758,1.63856,-4.4846,0.527747,-0.0208085,-0.470299,0.707014
3.471,2.66538,1.64603,-4.48285,0.527822,-0.0196248,-0.470266,0.707014
3.472,2.66316,1.6535,-4.48109,0.527895,-0.0184412,-0.470232,0.707014
3.473,2.66094,1.66096,-4.47933,0.527966,-0.0172575,-0.470197,0.707013
3.474,2.65871,1.66841,-4.47756,0.528036,-0.0160739,-0.470162,0.707013
3.475,2.65647,1.67585,-4.47579,0.528103,-0.0148903,-0.470125,0.707013
3.476,2.65422,1.68328,-4.47401,0.528169,-0.0137067,-0.470087,0.707013
3.477,2.65196,1.6907,-4.47222,0.528233,-0.0125231,-0.470048,0.707013
3.478,2.64969,1.69812,-4.47043,0.528295,-0.0113396,-0.470009,0.707013
3.479,2.64741,1.70552,-4.46863,0.528355,-0.0101562,-0.469968,0.707013
3.48,2.64513,1.71291,-4.46682,0.528413,-0.00897275,-0.469927,0.707013
3.481,2.64283,1.7203,-4.46501,0.52847,-0.00778939,-0.469885,0.707013
3.482,2.64053,1.72767,-4.46319,0.528524,-0.00660609,-0.469842,0.707013
3.483,2.63821,1.73504,-4.46137,0.528577,-0.00542286,-0.469797,0.707013
3.484,2.63589,1.74239,-4.45954,0.528628,-0.0042397,-0.469752,0.707013
3.485,2.63356,1.74974,-4.4577,0.528677,-0.00305662,-0.469706,0.707013
3.486,2.63122,1.75708,-4.45586,0.528724,-0.00187362,-0.46966,0.707013
3.487,2.62887,1.76441,-4.45401,0.528769,-0.000690713,-0.469612,0.707013
3.488,2.62651,1.77172,-4.45215,0.528813,0.000492102,-0.469563,0.707013
3.489,2.62415,1.77903,-4.45029,0.528854,0.00167482,-0.469514,0.707013
3.49,2.62177,1.78633,-4.44842,0.528894,0.00285742,-0.469463,0.707013
3.491,2.61939,1.79362,-4.44655,0.528932,0.00403992,-0.469412,0.707013
3.492,2.617,1.8009,-4.44467,0.528968,0.0052223,-0.469359,0.707013
3.493,2.61459,1.80817,-4.44278,0.529003,0.00640456,-0.469306,0.707013
3.494,2.61218,1.81543,-4.44089,0.529035,0.00758669,-0.469252,0.707013
3.495,2.60977,1.82268,-4.439,0.529066,0.00876868,-0.469197,0.707013
3.496,2.60734,1.82992,-4.43709,0.529094,0.00995054,-0.469141,0.707013
3.497,2.6049,1.83715,-4.43518,0.529121,0.0111323,-0.469084,0.707013
3.498,2.60246,1.84437,-4.43327,0.529146,0.0123138,-0.469026,0.707013
3.499,2.6,1.85158,-4.43135,0.52917,0.0134952,-0.468968,0.707013
3.5,2.59754,1.85878,-4.42942,0.529191,0.0146765,-0.468908,0.707013
3.501,2.59507,1.86598,-4.42749,0.52921,0.0158575,-0.468848,0.707012
3.502,2.59259,1.87316,-4.42556,0.529228,0.0170385,-0.468786,0.707012
3.503,2.59011,1.88033,-4.42361,0.529244,0.0182192,-0.468724,0.707012
3.504,2.58761,1.88749,-4.42167,0.529258,0.0193997,-0.468661,0.707012
3.505,2.58511,1.89464,-4.41971,0.52927,0.0205801,-0.468597,0.707012
3.506,2.5826,1.90178,-4.41775,0.52928,0.0217602,-0.468532,0.707012
3.507,2.58008,1.90891,-4.41579,0.529289,0.0229402,-0.468466,0.707012
3.508,2.57755,1.91603,-4.41382,0.529296,0.02412,-0.4684,0.707012
3.509,2.57501,1.92314,-4.41184,0.5293,0.0252995,-0.468332,0.707012
3.51,2.57246,1.93024,-4.40986,0.529303,0.0264788,-0.468263,0.707012
3.511,2.56991,1.93733,-4.40788,0.529304,0.027658,-0.468194,0.707012
3.512,2.56735,1.94441,-4.40588,0.529304,0.0288368,-0.468124,0.707012
3.513,2.56478,1.95148,-4.40389,0.529301,0.0300155,-0.468053,0.707012
3.514,2.5622,1.95854,-4.40189,0.529297,0.0311939,-0.467981,0.707012
3.515,2.55961,1.96559,-4.39988,0.529291,0.0323721,-0.467908,0.707012
3.516,2.55702,1.97263,-4.39787,0.529282,0.03355,-0.467834,0.707012
3.517,2.55442,1.97966,-4.39585,0.529273,0.0347277,-0.467759,0.707012
3.518,2.55181,1.98668,-4.39383,0.529261,0.0359051,-0.467684,0.707012
3.519,2.54919,1.99368,-4.3918,0.529247,0.0370822,-0.467607,0.707012
3.52,2.54656,2.00068,-4.38976,0.529232,0.0382591,-0.46753,0.707012
3.521,2.54393,2.00767,-4.38773,0.529215,0.0394357,-0.467452,0.707012
3.522,2.54128,2.01464,-4.38568,0.529195,0.040612,-0.467372,0.707012
3.523,2.53863,2.02161,-4.38364,0.529175,0.041788,-0.467292,0.707012
3.524,2.53597,2.02856,-4.38158,0.529152,0.0429638,-0.467212,0.707012
3.525,2.53331,2.03551,-4.37953,0.529127,0.0441392,-0.46713,0.707012
3.526,2.53063,2.04244,-4.37746,0.529101,0.0453143,-0.467047,0.707012
3.527,2.52795,2.04937,-4.3754,0.529073,0.0464892,-0.466964,0.707012
3.528,2.52526,2.05628,-4.37332,0.529043,0.0476637,-0.46688,0.707012
3.529,2.52256,2.06318,-4.37125,0.529011,0.0488379,-0.466794,0.707012
3.53,2.51986,2.07007,-4.36916,0.528977,0.0500118,-0.466708,0.707012
3.531,2.51714,2.07696,-4.36708,0.528941,0.0511853,-0.466621,0.707012
3.532,2.51442,2.08383,-4.36499,0.528904,0.0523585,-0.466534,0.707012
3.533,2.51169,2.09069,-4.36289,0.528865,0.0535314,-0.466445,0.707012
3.534,2.50896,2.09753,-4.36079,0.528824,0.0547039,-0.466355,0.707012
3.535,2.50621,2.10437,-4.35869,0.528781,0.0558761,-0.466265,0.707012
3.536,2.50346,2.1112,-4.35658,0.528736,0.0570479,-0.466174,0.707012
3.537,2.5007,2.11802,-4.35446,0.52869,0.0582194,-0.466082,0.707012
3.538,2.49794,2.12482,-4.35234,0.528642,0.0593905,-0.465989,0.707011
3.539,2.49516,2.13162,-4.35022,0.528591,0.0605612,-0.465895,0.707011
3.54,2.49238,2.1384,-4.34809,0.52854,0.0617315,-0.4658,0.707011
3.541,2.48959,2.14517,-4.34596,0.528486,0.0629015,-0.465705,0.707011
3.542,2.48679,2.15194,-4.34382,0.52843,0.0640711,-0.465609,0.707011
3.543,2.48399,2.15869,-4.34168,0.528373,0.0652402,-0.465511,0.707011
3.544,2.48118,2.16543,-4.33954,0.528314,0.066409,-0.465413,0.707011
3.545,2.47836,2.17216,-4.33739,0.528253,0.0675774,-0.465314,0.707011
3.546,2.47553,2.17888,-4.33524,0.52819,0.0687454,-0.465215,0.707011
3.547,2.4727,2.18558,-4.33308,0.528125,0.0699129,-0.465114,0.707011
3.548,2.46986,2.19228,-4.33092,0.528059,0.0710801,-0.465013,0.707011
3.549,2.46701,2.19897,-4.32875,0.52799,0.0722468,-0.46491,0.707011
3.55,2.46415,2.20564,-4.32658,0.52792,0.0734131,-0.464807,0.707011
3.551,2.46129,2.2123,-4.32441,0.527848,0.0745789,-0.464703,0.707011
3.552,2.45842,2.21896,-4.32223,0.527775,0.0757443,-0.464599,0.707011
3.553,2.45554,2.2256,-4.32005,0.527699,0.0769093,-0.464493,0.707011
3.554,2.45266,2.23223,-4.31786,0.527622,0.0780738,-0.464387,0.707011
3.555,2.44977,2.23885,-4.31567,0.527543,0.0792379,-0.464279,0.707011
3.556,2.44687,2.24545,-4.31348,0.527462,0.0804015,-0.464171,0.707011
3.557,2.44396,2.25205,-4.31128,0.527379,0.0815646,-0.464062,0.707011
3.558,2.44105,2.25864,-4.30908,0.527294,0.0827273,-0.463953,0.707011
3.559,2.43813,2.26521,-4.30687,0.527208,0.0838895,-0.463842,0.707011
3.56,2.4352,2.27177,-4.30466,0.52712,0.0850512,-0.463731,0.707011
3.561,2.43227,2.27832,-4.30245,0.52703,0.0862124,-0.463619,0.707011
3.562,2.42933,2.28487,-4.30023,0.526938,0.0873732,-0.463506,0.707011
3.563,2.42638,2.29139,-4.29801,0.526845,0.0885334,-0.463392,0.707011
3.564,2.42343,2.29791,-4.29579,0.526749,0.0896932,-0.463277,0.707011
3.565,2.42047,2.30442,-4.29356,0.526652,0.0908524,-0.463162,0.707011
3.566,2.4175,2.31091,-4.29133,0.526553,0.0920111,-0.463045,0.707011
3.567,2.41452,2.3174,-4.2891,0.526453,0.0931693,-0.462928,0.707011
3.568,2.41154,2.32387,-4.28686,0.52635,0.094327,-0.46281,0.707011
3.569,2.40855,2.33033,-4.28462,0.526246,0.0954842,-0.462692,0.707011
3.57,2.40556,2.33678,-4.28237,0.52614,0.0966408,-0.462572,0.707011
3.571,2.40255,2.34322,-4.28012,0.526032,0.0977969,-0.462452,0.707011
3.572,2.39955,2.34965,-4.27787,0.525922,0.0989525,-0.462331,0.707011
3.573,2.39653,2.35606,-4.27562,0.525811,0.100107,-0.462209,0.707011
3.574,2.39351,2.36247,-4.27336,0.525698,0.101262,-0.462086,0.707011
3.575,2.39048,2.36886,-4.2711,0.525583,0.102416,-0.461963,0.707011
3.576,2.38744,2.37524,-4.26883,0.525466,0.103569,-0.461838,0.707011
3.577,2.3844,2.38161,-4.26656,0.525347,0.104722,-0.461713,0.707011
3.578,2.38135,2.38797,-4.26429,0.525227,0.105874,-0.461587,0.707011
3.579,2.3783,2.39432,-4.26202,0.525105,0.107026,-0.461461,0.707011
3.58,2.37524,2.40065,-4.25974,0.524981,0.108177,-0.461333,0.707011
3.581,2.37217,2.40697,-4.25746,0.524855,0.109327,-0.461205,0.707011
3.582,2.3691,2.41329,-4.25517,0.524728,0.110477,-0.461076,0.707011
3.583,2.36601,2.41959,-4.25289,0.524599,0.111626,-0.460946,0.707011
3.584,2.36293,2.42588,-4.2506,0.524468,0.112775,-0.460816,0.707011
3.585,2.35983,2.43215,-4.2483,0.524335,0.113923,-0.460684,0.707011
3.586,2.35673,2.43842,-4.24601,0.5242,0.115071,-0.460552,0.707011
3.587,2.35363,2.44467,-4.24371,0.524064,0.116218,-0.460419,0.707011
3.588,2.35052,2.45092,-4.24141,0.523926,0.117364,-0.460286,0.707011
3.589,2.3474,2.45715,-4.2391,0.523786,0.118509,-0.460151,0.707011
3.59,2.34427,2.46337,-4.2368,0.523645,0.119654,-0.460016,0.707011
3.591,2.34114,2.46957,-4.23449,0.523501,0.120799,-0.45988,0.707011
3.592,2.338,2.47577,-4.23217,0.523356,0.121942,-0.459743,0.707011
3.593,2.33486,2.48195,-4.22986,0.523209,0.123085,-0.459606,0.707011
3.594,2.33171,2.48813,-4.22754,0.523061,0.124228,-0.459468,0.707011
3.595,2.32856,2.49429,-4.22522,0.522911,0.12537,-0.459329,0.707011
3.596,2.32539,2.50044,-4.2229,0.522758,0.126511,-0.459189,0.707011
3.597,2.32223,2.50657,-4.22057,0.522605,0.127651,-0.459048,0.707011
3.598,2.31905,2.5127,-4.21824,0.522449,0.128791,-0.458907,0.707011
3.599,2.31587,2.51881,-4.21591,0.522292,0.12993,-0.458765,0.707011
3.6,2.31269,2.52492,-4.21358,0.522132,0.131069,-0.458622,0.707011
3.601,2.3095,2.53101,-4.21124,0.521972,0.132206,-0.458479,0.707011
3.602,2.3063,2.53709,-4.2089,0.521809,0.133343,-0.458335,0.707011
3.603,2.30309,2.54315,-4.20656,0.521645,0.13448,-0.45819,0.707011
3.604,2.29989,2.54921,-4.20422,0.521479,0.135615,-0.458044,0.707011
3.605,2.29667,2.55525,-4.20188,0.521311,0.13675,-0.457898,0.707011
3.606,2.29345,2.56128,-4.19953,0.521141,0.137885,-0.45775,0.707011
3.607,2.29022,2.5673,-4.19718,0.52097,0.139018,-0.457603,0.707011
3.608,2.28699,2.57331,-4.19483,0.520797,0.140151,-0.457454,0.707011
3.609,2.28375,2.57931,-4.19247,0.520622,0.141283,-0.457305,0.707011
3.61,2.28051,2.58529,-4.19012,0.520446,0.142415,-0.457154,0.707011
3.611,2.27726,2.59126,-4.18776,0.520268,0.143545,-0.457004,0.707011
3.612,2.274,2.59722,-4.1854,0.520088,0.144675,-0.456852,0.707011
3.613,2.27074,2.60317,-4.18304,0.519906,0.145805,-0.4567,0.707011
3.614,2.26747,2.60911,-4.18067,0.519723,0.146933,-0.456547,0.707011
3.615,2.2642,2.61503,-4.1783,0.519537,0.148061,-0.456393,0.707011
3.616,2.26092,2.62094,-4.17594,0.519351,0.149188,-0.456239,0.707011
3.617,2.25764,2.62685,-4.17357,0.519162,0.150314,-0.456084,0.707011
3.618,2.25435,2.63273,-4.17119,0.518972,0.151439,-0.455928,0.707011
3.619,2.25106,2.63861,-4.16882,0.51878,0.152564,-0.455771,0.707011
3.62,2.24776,2.64448,-4.16644,0.518586,0.153688,-0.455614,0.707011
3.621,2.24445,2.65033,-4.16407,0.518391,0.154811,-0.455456,0.707011
3.622,2.24114,2.65617,-4.16169,0.518194,0.155934,-0.455298,0.707011
3.623,2.23782,2.662,-4.15931,0.517995,0.157055,-0.455138,0.707011
3.624,2.2345,2.66782,-4.15692,0.517794,0.158176,-0.454978,0.707011
3.625,2.23118,2.67362,-4.15454,0.517592,0.159296,-0.454818,0.707011
3.626,2.22784,2.67942,-4.15215,0.517388,0.160415,-0.454656,0.707011
3.627,2.22451,2.6852,-4.14976,0.517182,0.161534,-0.454494,0.707011
3.628,2.22116,2.69097,-4.14738,0.516975,0.162651,-0.454331,0.707011
3.629,2.21781,2.69673,-4.14498,0.516766,0.163768,-0.454168,0.707011
